mark_name,model_name,mass_kg,fuel_consumption_lp100km,production_price,frontal_area_m2,co2_emissions_gl,engine_efficiency
STELLANTIS,C3 AIRCROSS PURETECH 110 S&S 6V SHINE PACK,1291.0,6.0,11330.0,2.8,2266.6666666666665,0.25
STELLANTIS,508 5P ALLURE PACK PURETECH 130 S&S EAT8,1475.0,5.8,16180.0,2.5,2258.6206896551726,0.25
STELLANTIS,NUEVO C4X BLUEHDI 130 S&S EAT8  SHINE,1395.0,4.8,9843.0,2.3,2645.8333333333335,0.4
STELLANTIS,N 508 SW ALLURE BLUEHDI 130 S&S EAT8,1588.0,5.2,16180.0,2.3,2596.153846153846,0.4
STELLANTIS,308 SW GT BLUEHDI 130 S&S EAT8,1475.0,5.0,8477.0,2.0,2640.0,0.4
STELLANTIS,308 SW ACTIVE PACK PURETECH 130 S&S 6 VEL MAN,1385.0,5.6,8477.0,3.2,2250.0,0.25
STELLANTIS,MOKKA ULTIMATE  12 T 130CV AT8 S/S 130 CV (96KW),1295.0,6.0,15522.0,2.3,2233.3333333333335,0.25
STELLANTIS,RIFTER GT BLUEHDI 130 S&S 6 VEL MAN LONG,1627.0,5.8,31765.0,2.5,2637.9310344827586,0.4
STELLANTIS,308 SW ALLURE PACK BLUEHDI 130 S&S EAT8,1475.0,5.0,8477.0,2.5,2620.0,0.4
STELLANTIS,NUEVO C3 BLUE HDI 100 S&S SHINE (SOLO STOCK),1165.0,4.3,8804.0,2.7,2604.651162790698,0.4
STELLANTIS,308 5P STYLE PURETECH 130 S&S 6 VEL MAN,1333.0,5.5,8477.0,2.8,2254.5454545454545,0.25
STELLANTIS,NUEVO C4X BLUEHDI 130 S&S EAT8 FEEL PACK,1395.0,4.9,9843.0,2.5,2612.2448979591836,0.4
STELLANTIS,NUEVO ASTRA 5P EDITION 12T XHT MT6 S/S 130 HP (96,1341.0,5.4,9574.0,2.7,2277.777777777778,0.25
STELLANTIS,NUEVO C4 BLUEHDI 130 S&S EAT8 MAX,1399.0,4.9,9843.0,3.1,2632.6530612244896,0.4
STELLANTIS,MOKKA EDITION 12 T MT6 S/S 100CV (74 KW),1270.0,5.5,22853.0,2.7,2254.5454545454545,0.25
STELLANTIS,5008 ALLURE PURETECH 130 S&S 6 VEL MAN,1504.0,6.3,16047.0,2.8,2269.84126984127,0.25
STELLANTIS,508 5P ALLURE PACK  BLUEHDI 130 S&S EAT8,1495.0,5.0,16180.0,2.8,2600.0,0.4
STELLANTIS,NUEVO C4 PURETECH 130 S&S 6V YOU,1322.0,5.3,9843.0,3.0,2264.1509433962265,0.25
STELLANTIS,MOKKA BUSINESS ELEGANCE 12 T 100CV MT6 S/S 100 CV,1270.0,5.5,15522.0,2.2,2272.7272727272725,0.25
STELLANTIS,C5 AIRCROSS PURETECH 130 S&S 6V FEEL,1483.0,6.3,17283.0,2.4,2238.095238095238,0.25
STELLANTIS,508 5P ACTIVE PACK BLUEHDI 130 S&S EAT8,1495.0,4.6,16180.0,2.8,2608.6956521739135,0.4
STELLANTIS,ASTRA 5P EDITION 12T XHL MT6 S/S 110 CV (81KW),1332.0,5.4,9574.0,2.6,2277.777777777778,0.25
STELLANTIS,ASTRA 5P GS 12T XHT MT6 S/S 130 HP (96KW),1341.0,5.5,9574.0,2.7,2272.7272727272725,0.25
BMW,M235I XDRIVE,1645.0,,47196.0,3.1,,0.25
STELLANTIS,C5 AIRCROSS PURETECH 130 S&S 6V FEEL PACK (SOLO ST,1483.0,6.2,17283.0,2.8,2274.1935483870966,0.25
STELLANTIS,NUEVO 308 5P ACTIVE PACK PURETECH 110 S&S MAN,1329.0,5.5,8477.0,2.1,2254.5454545454545,0.25
STELLANTIS,3008 GT PACK BLUEHDI 130 S&S EAT8,1504.0,5.2,19475.0,2.8,2615.3846153846152,0.4
STELLANTIS,NUEVO C4X PURETECH 100 S&S 6V FEEL,1300.0,5.3,9843.0,2.7,2264.1509433962265,0.25
STELLANTIS,2008 ACTIVE PACK PURETECH 130 S&S 6 VEL MAN,1267.0,5.5,12275.0,3.0,2272.7272727272725,0.25
STELLANTIS,C3 AIRCROSS PURETECH 110 S&S 6V C-SERIES (SOLO STO,1254.0,5.9,11330.0,2.8,2271.186440677966,0.25
STELLANTIS,C5 AIRCROSS PURETECH 130 S&S EAT8 SHINE PACK (SOLO,1505.0,6.6,17283.0,2.6,2257.5757575757575,0.25
STELLANTIS,C5 AIRCROSS PURETECH 130 S&S 6V PLUS,1483.0,6.2,17283.0,2.2,2258.064516129032,0.25
STELLANTIS,RIFTER ALLURE PACK BLUEHDI 100 S&S 6 VEL MAN STAN,1505.0,5.3,31765.0,2.5,2603.7735849056603,0.4
STELLANTIS,C5 AIRCROSS BLUEHDI 130 S&S EAT8 C SERIES (SOLO ST,1567.0,5.5,17283.0,2.3,2618.181818181818,0.4
STELLANTIS,C3 AIRCROSS BLUEHDI 110 S&S 6V RIP CURL (SOLO STOC,1310.0,5.0,11330.0,2.4,2600.0,0.4
STELLANTIS,C5 AIRCROSS PURETECH 130 S&S 6V FEEL (SOLO STOCK),1483.0,6.3,17283.0,3.1,2238.095238095238,0.25
STELLANTIS,MOKKA BUSINESS ELEGANCE 12 T 130CV AT8 S/S 130 CV,1295.0,5.9,15522.0,2.7,2237.2881355932204,0.25
STELLANTIS,NUEVO C3 PURETECH 83 S&S C SERIES (SOLO STOCK),1055.0,5.5,8804.0,2.2,2236.3636363636365,0.25
STELLANTIS,C3 AIRCROSS BLUEHDI 110 S&S 6V FEEL,1310.0,4.8,11330.0,3.0,2645.8333333333335,0.4
STELLANTIS,5008 ALLURE BLUEHDI 130 S&S EAT8,1611.0,5.3,16047.0,2.4,2641.509433962264,0.4
STELLANTIS,5008 ACTIVE PACK BLUEHDI 130 S&S EAT8,1611.0,5.6,16047.0,2.4,2607.1428571428573,0.4
STELLANTIS,NUEVO C4 BLUEHDI 110 S&S 6V FEEL PACK,1335.0,4.3,9843.0,2.8,2627.906976744186,0.4
STELLANTIS,NUEVO C3 BLUE HDI 100 S&S FEEL (SOLO STOCK),1165.0,4.3,8804.0,2.7,2581.3953488372094,0.4
STELLANTIS,C3 AIRCROSS BLUEHDI 110 S&S 6V RIP CURL,1310.0,5.0,11330.0,2.3,2600.0,0.4
STELLANTIS,NUEVO 308 5P ALLURE PACK BLUEHDI 130 S&S EAT8,1436.0,5.0,8477.0,3.1,2600.0,0.4
STELLANTIS,5008 GT PURETECH 130 S&S 6 VEL MAN,1504.0,6.3,16047.0,2.5,2269.84126984127,0.25
STELLANTIS,C5 AIRCROSS PURETECH 130 S&S EAT8 C SERIES (SOLO S,1505.0,6.5,17283.0,2.7,2276.923076923077,0.25
STELLANTIS,308 5P STYLE PURETECH 130 S&S EAT8,1363.0,5.6,8477.0,2.9,2250.0,0.25
STELLANTIS,NUEVO C4X BLUEHDI 130 S&S EAT8 PLUS,1395.0,4.8,9843.0,2.2,2625.0,0.4
STELLANTIS,COMBO LIFE L1 ELEGANCE 12 T S/S AT8 63 130 CV,1549.0,6.9,12729.0,2.1,2246.376811594203,0.25
STELLANTIS,C5 AIRCROSS PURETECH 130 S&S 6V SHINE PACK,1483.0,6.3,17283.0,2.4,2238.095238095238,0.25
STELLANTIS,C3 AIRCROSS PURETECH 130 EAT6 FEEL PACK,1310.0,6.3,11330.0,3.2,2269.84126984127,0.25
STELLANTIS,C5 AIRCROSS BLUEHDI 130 S&S 6V FEEL PACK,1505.0,4.9,17283.0,2.7,2632.6530612244896,0.4
BMW,X2 SDRIVE20I,1545.0,,32215.0,3.1,,0.25
STELLANTIS,5008 ACTIVE PACK PURETECH 130 S&S EAT8,1505.0,6.6,16047.0,3.2,2257.5757575757575,0.25
STELLANTIS,N 508 SW GT BLUEHDI 130 S&S EAT8,1588.0,5.2,16180.0,3.0,2615.3846153846152,0.4
BMW,Z4 SDRIVE30I,1545.0,,36604.0,2.8,,0.25
STELLANTIS,N208 5P GT PURETECH 100 S&S 6 VEL MAN,1165.0,5.2,8793.0,2.8,2230.7692307692305,0.25
STELLANTIS,NUEVO 308 SW ALLURE PACK BLUEHDI 130 S&S EAT8,1475.0,4.6,8477.0,2.4,2630.434782608696,0.4
STELLANTIS,NUEVO ASTRA 5P GS 12T XHT AT8 S/S 130 HP (96KW),1371.0,5.7,9574.0,2.6,2245.614035087719,0.25
STELLANTIS,NUEVO 308 5P ALLURE PURETECH 130 S&S 6 VEL MAN,1333.0,5.6,8477.0,2.5,2267.857142857143,0.25
STELLANTIS,NUEVO 308 SW ACTIVE PACK PURETECH 130 S&S EAT8,1420.0,5.7,8477.0,2.5,2263.157894736842,0.25
STELLANTIS,N 508 5P ALLURE PURETECH 130 S&S EAT8,1501.0,5.8,16180.0,2.8,2258.6206896551726,0.25
STELLANTIS,C3 AIRCROSS BLUEHDI 110 S&S 6V SHINE PACK,1310.0,5.0,11330.0,2.9,2600.0,0.4
STELLANTIS,MOKKA GS 12 T 136CV MT6 S/S 130 (100 KW),1275.0,5.5,15522.0,2.6,2236.3636363636365,0.25
STELLANTIS,TRAVELLER BUSINESS VIP BLUEHDI 180 S&S EAT8 LONG,2069.0,7.4,33838.0,3.0,2621.6216216216217,0.4
STELLANTIS,308 SW ACTIVE PACK PURETECH 130 S&S EAT8,1420.0,5.7,8477.0,2.5,2245.614035087719,0.25
STELLANTIS,ASTRA 5P GS 15D DTH AT8 S/S 130 CV (96KW),1438.0,4.9,9574.0,2.8,2612.2448979591836,0.4
STELLANTIS,C5 AIRCROSS PURETECH 130 S&S 6V YOU,1483.0,6.2,17283.0,2.3,2258.064516129032,0.25
STELLANTIS,C3 AIRCROSS PURETECH 130 S&S EAT6 MAX,1310.0,6.4,11330.0,3.0,2265.625,0.25
STELLANTIS,308 5P ACTIVE PACK PURETECH 130 S&S EAT8,1363.0,5.6,8477.0,2.8,2250.0,0.25
STELLANTIS,N 508 SW ALLURE PURETECH 130 S&S EAT8,1530.0,6.0,16180.0,2.5,2250.0,0.25
STELLANTIS,BERLINGO TALLA M BLUEHDI 100 S&S FEEL PACK (SOLO S,1505.0,5.2,10316.0,2.3,2615.3846153846152,0.4
STELLANTIS,MOKKA GS LINE  15 D 110CV MT6 S/S 110 CV (81KV),1295.0,4.4,15522.0,2.5,2636.363636363636,0.4
STELLANTIS,C3 AIRCROSS BLUEHDI 110 S&S 6V FEEL (SOLO STOCK),1310.0,4.8,11330.0,2.9,2645.8333333333335,0.4
STELLANTIS,N2008 ACTIVE BLUEHDI 130 S&S EAT8,1345.0,5.0,12275.0,3.2,2620.0,0.4
STELLANTIS,NUEVO 308 SW ALLURE PURETECH 130 S&S EAT8,1420.0,5.8,8477.0,3.1,2241.3793103448274,0.25
STELLANTIS,NUEVO C5 X PURETECH 130 S&S EAT8 FEEL PACK,1493.0,6.0,7375.0,2.5,2283.3333333333335,0.25
STELLANTIS,5008 ALLURE PURETECH 130 S&S EAT8,1505.0,6.7,16047.0,2.3,2238.805970149254,0.25
STELLANTIS,NUEVO ASTRA 5P GS 15D DTH MT6 S/S 130 HP (96KW),1424.0,4.4,9574.0,2.6,2590.9090909090905,0.4
STELLANTIS,N208 5P ALLURE PURETECH 100 S&S 6 VEL MAN,1165.0,5.1,8793.0,2.1,2235.294117647059,0.25
STELLANTIS,208 5P GT PURETECH 130 S&S EAT8,1233.0,5.4,8793.0,2.7,2259.259259259259,0.25
STELLANTIS,508 5P ACTIVE PACK PURETECH 130 S&S EAT8,1475.0,5.8,16180.0,2.6,2258.6206896551726,0.25
STELLANTIS,5008 ACTIVE PACK PURETECH 130 S&S 6 VEL MAN,1504.0,6.3,16047.0,2.5,2253.968253968254,0.25
STELLANTIS,3008 ALLURE BLUEHDI 130 S&S 6 VEL MAN,1504.0,5.0,19475.0,2.8,2600.0,0.4
STELLANTIS,N208 5P ACTIVE PURETECH 75 S&S 5 VEL MAN,1108.0,5.4,8793.0,2.2,2222.222222222222,0.25
STELLANTIS,NUEVO C4X PURETECH 130 S&S EAT8 PLUS,1364.0,5.7,9843.0,2.0,2245.614035087719,0.25
BMW,Z4 SDRIVE20I,1525.0,,36604.0,2.5,,0.25
STELLANTIS,SPACETOURER BUSINESS LOUNGE TALLA M BLUEHDI 180 S&,2037.0,7.3,43153.0,2.4,2643.8356164383563,0.4
STELLANTIS,308 SW ALLURE PURETECH 130 S&S EAT8,1420.0,5.8,8477.0,2.7,2241.3793103448274,0.25
STELLANTIS,NUEVO C5 X PURETECH 130 S&S EAT8 SHINE,1493.0,6.0,7375.0,2.3,2266.6666666666665,0.25
STELLANTIS,COMBO LIFE L1 EDITION 15 TD S/S MT6 Â¿63 130 CV,1505.0,5.1,12729.0,2.7,2647.058823529412,0.4
STELLANTIS,508 5P GT PACK BLUEHDI 130 S&S EAT8,1495.0,5.2,16180.0,2.6,2653.846153846154,0.4
STELLANTIS,MOKKA GS 12 T MT6 S/S 136 CV (100KW),1275.0,5.5,15522.0,2.5,2254.5454545454545,0.25
STELLANTIS,C5 AIRCROSS BLUEHDI 130 S&S EAT8 MAX,1567.0,5.5,17283.0,2.3,2618.181818181818,0.4
STELLANTIS,NUEVO C4 PURETECH 130 S&S EAT8 MAX,1353.0,5.7,9843.0,2.4,2280.7017543859647,0.25
STELLANTIS,VIVARO COMBI M 15 DIESEL ¿63 120 CV MT6,1734.0,6.4,14346.0,2.4,2609.375,0.4
STELLANTIS,CROSSLAND ELEGANCE 12 GAS MT6 S/S 110CV (81KW),1290.0,5.8,17586.0,2.5,2258.6206896551726,0.25
STELLANTIS,CROSSLAND ELEGANCE 15 DIE MT6 S/S 110CV (81KW),1312.0,4.9,17586.0,2.6,2591.8367346938776,0.4
STELLANTIS,208 5P ALLURE PURETECH 75 S&S 5 VEL MAN,1055.0,5.3,8793.0,2.4,2245.2830188679245,0.25
STELLANTIS,NUEVO C3 PURETECH 83 S&S FEEL PACK,1055.0,5.5,8804.0,2.0,2236.3636363636365,0.25
STELLANTIS,C3 AIRCROSS BLUEHDI 110 S&S 6V PLUS,1310.0,4.9,11330.0,2.9,2612.2448979591836,0.4
STELLANTIS,C3 AIRCROSS PURETECH 110 S&S 6V FEEL (SOLO STOCK),1291.0,5.9,11330.0,2.8,2237.2881355932204,0.25
STELLANTIS,NUEVO 308 SW GT PURETECH 130 S&S EAT8,1420.0,5.8,8477.0,2.5,2258.6206896551726,0.25
STELLANTIS,CROSSLAND EDITION  12 GAS MT6 S/S 110CV (81KW),1254.0,5.8,17586.0,2.6,2241.3793103448274,0.25
STELLANTIS,5008 ALLURE BLUEHDI 130 S&S 6 VEL MAN,1590.0,5.1,16047.0,2.1,2627.450980392157,0.4
STELLANTIS,C5 AIRCROSS BLUEHDI 130 S&S 6V FEEL PACK (SOLO STO,1505.0,4.9,17283.0,2.4,2632.6530612244896,0.4
STELLANTIS,CROSSLAND ELEGANCE 15 DIE MT6 S/S 110CV (88KW),1312.0,4.9,17586.0,2.2,2591.8367346938776,0.4
STELLANTIS,NUEVO C3 PURETECH 110 S&S 6V ELLE,1165.0,5.4,8804.0,2.7,2277.777777777778,0.25
STELLANTIS,NUEVO 308 SW ALLURE PURETECH 130 S&S 6 VEL MAN,1385.0,5.7,8477.0,2.6,2245.614035087719,0.25
STELLANTIS,C3 AIRCROSS PURETECH 110 S&S 6V FEEL,1291.0,5.8,11330.0,2.1,2275.862068965517,0.25
STELLANTIS,NUEVO 308 SW ALLURE BLUEHDI 130 S&S EAT8,1475.0,5.0,8477.0,2.4,2620.0,0.4
STELLANTIS,BERLINGO TALLA XL BLUEHDI 130 S&S SHINE,1595.0,5.7,10316.0,2.9,2631.578947368421,0.4
STELLANTIS,208 5P LIKE PURETECH 75 S&S 5 VEL MAN,1055.0,5.3,8793.0,2.8,2245.2830188679245,0.25
STELLANTIS,C3 AIRCROSS PURETECH 110 S&S 6V MAX,1291.0,6.0,11330.0,2.7,2250.0,0.25
STELLANTIS,NUEVO C4 BLUEHDI 130 S&S EAT8 C SERIES (SOLO STOCK,1399.0,5.0,9843.0,2.5,2600.0,0.4
STELLANTIS,CROSSLAND ULTIMATE  15 DIE AT6 S/S 120CV(88KW),1350.0,5.1,17586.0,2.6,2627.450980392157,0.4
STELLANTIS,NUEVO C3 BLUE HDI 100 S&S FEEL PACK (SOLO STOCK),1165.0,4.3,8804.0,2.9,2604.651162790698,0.4
STELLANTIS,MOKKA ULTIMATE 12 T 130CV AT8 S/S 130 (96 KW),1295.0,5.9,15522.0,2.0,2254.237288135593,0.25
STELLANTIS,C5 AIRCROSS PURETECH 130 S&S EAT8 FEEL PACK,1505.0,6.6,17283.0,2.3,2257.5757575757575,0.25
STELLANTIS,CROSSLAND BUSINESS ELEGANCE  12 GAS MT6 S/S 130CV,1263.0,5.7,17586.0,2.8,2280.7017543859647,0.25
STELLANTIS,308 SW STYLE PURETECH 130 S&S EAT8,1420.0,5.7,8477.0,3.2,2245.614035087719,0.25
STELLANTIS,MOKKA GS LINE 12 T 130CV AT8 S/S 130 CV (96KW),1295.0,5.9,15522.0,2.4,2271.186440677966,0.25
STELLANTIS,BERLINGO TALLA M BLUEHDI 130 S&S SHINE,1516.0,5.6,10316.0,2.5,2642.857142857143,0.4
STELLANTIS,MOKKA ULTIMATE 12 T AT8 S/S 130 (96 KW),1295.0,5.9,15522.0,3.0,2254.237288135593,0.25
STELLANTIS,SPACETOURER BUSINESS LOUNGE TALLA XL BLUEHDI 180 S,1842.0,7.3,43153.0,2.4,2602.7397260273974,0.4
STELLANTIS,NUEVO 308 SW ACTIVE PACK BLUEHDI 130 S&S MAN,1457.0,4.4,8477.0,2.4,2613.6363636363635,0.4
STELLANTIS,NUEVO C3 BLUE HDI 100 S&S 6V MAX,1165.0,4.5,8804.0,2.5,2600.0,0.4
STELLANTIS,N 508 5P GT BLUEHDI 130 S&S EAT8,1557.0,5.0,16180.0,3.1,2640.0,0.4
STELLANTIS,NUEVO C3 PURETECH 110 S&S 6V SHINE (SOLO STOCK),1165.0,5.4,8804.0,2.7,2277.777777777778,0.25
STELLANTIS,RIFTER ALLURE BLUEHDI 130 S&S 6 VEL MAN LONG,1613.0,5.4,31765.0,2.5,2611.111111111111,0.4
STELLANTIS,C3 AIRCROSS PURETECH 110 S&S 6V RIP CURL (SOLO STO,1291.0,6.0,11330.0,2.6,2266.6666666666665,0.25
BMW,X3 M,2085.0,,45256.0,3.2,,0.25
STELLANTIS,EXPERT COMBI BLUEHDI 145  S&S 6 VEL MAN STANDARD,1808.0,7.0,10173.0,2.7,2614.285714285714,0.4
STELLANTIS,ASTRA ST GS 12T XHT AT8 S/S 130 CV (96KW),1421.0,5.8,9574.0,2.4,2258.6206896551726,0.25
STELLANTIS,NUEVO ASTRA 5P ELEGANCE 12T XHT AT8 S/S 130 HP (9,1371.0,5.7,9574.0,2.9,2245.614035087719,0.25
STELLANTIS,ASTRA 5P GS 12T XHT AT8 S/S 130 CV (96KW),1371.0,5.7,9574.0,2.6,2263.157894736842,0.25
STELLANTIS,3008 ALLURE PURETECH 130 S&S EAT8,1395.0,6.4,19475.0,2.2,2265.625,0.25
STELLANTIS,NUEVO 308 SW GT BLUEHDI 130 S&S EAT8,1475.0,5.1,8477.0,2.9,2607.843137254902,0.4
STELLANTIS,N208 5P ACTIVE PURETECH 100 S&S 6 VEL MAN,1165.0,5.0,8793.0,2.4,2260.0,0.25
STELLANTIS,C5 AIRCROSS BLUEHDI 130 S&S EAT8 FEEL PACK (SOLO S,1567.0,5.2,17283.0,3.2,2615.3846153846152,0.4
STELLANTIS,CORSA GS-LINE 12T XHL MT6 S/S 100 CV (74KW),1165.0,5.2,8959.0,2.5,2230.7692307692305,0.25
STELLANTIS,NUEVO ASTRA 5P GS LINE 15D DTH MT6 S/S 130 HP (96,1424.0,4.4,9574.0,2.7,2590.9090909090905,0.4
STELLANTIS,ASTRA 5P GS 12T XHT MT6 S/S 130 CV (96KW),1341.0,5.5,9574.0,2.3,2272.7272727272725,0.25
STELLANTIS,NUEVO 308 SW ALLURE PACK PURETECH 130 S&S EAT8,1420.0,5.8,8477.0,2.4,2258.6206896551726,0.25
STELLANTIS,CROSSLAND GS-LINE 12 GAS MT6 S/S 110CV,1254.0,5.9,17586.0,2.9,2254.237288135593,0.25
STELLANTIS,SPACETOURER BUSINESS TALLA M BLUEHDI 180 S&S EAT8,1839.0,7.2,43153.0,2.5,2625.0,0.4
STELLANTIS,NUEVO C3 PURETECH 110 S&S 6V FEEL PACK,1165.0,5.4,8804.0,2.3,2240.7407407407404,0.25
STELLANTIS,RIFTER ACTIVE PACK BLUEHDI 100 S&S 6 VEL MAN LONG,1613.0,5.3,31765.0,3.0,2641.509433962264,0.4
STELLANTIS,CORSA ELEGANCE 15D DT MT6 S/S 100 CV (74KW),1165.0,4.1,8959.0,2.6,2609.756097560976,0.4
STELLANTIS,MOKKA ELEGANCE 12 G 100CV MT6,1270.0,5.5,22853.0,2.3,2272.7272727272725,0.25
STELLANTIS,3008 ALLURE PURETECH 130 S&S 6 VEL MAN,1395.0,6.1,19475.0,2.9,2278.688524590164,0.25
BMW,M240I XDRIVE,1765.0,,44868.0,3.0,,0.25
STELLANTIS,508 SW GT BLUEHDI 130 S&S EAT8,1505.0,5.1,16180.0,2.8,2627.450980392157,0.4
STELLANTIS,VIVARO COMBI L 20 DIESEL ¿63 145 CV MT6,1823.0,7.0,14346.0,2.7,2628.5714285714284,0.4
STELLANTIS,CROSSLAND GS-LINE 12 GAS MT6 S/S 130CV,1263.0,5.8,17586.0,2.5,2258.6206896551726,0.25
STELLANTIS,508 SW GT PACK BLUEHDI 130 S&S EAT8,1505.0,5.0,16180.0,2.7,2620.0,0.4
STELLANTIS,5008 GT PACK PURETECH 130 S&S EAT8,1505.0,6.7,16047.0,2.7,2268.6567164179105,0.25
VOLKSWAGEN,RS 5 SPORTBACK,1810.0,,65945.0,3.0,,0.25
BMW,M240I,1710.0,,44868.0,2.3,,0.25
STELLANTIS,C3 AIRCROSS BLUEHDI 120 S&S EAT6 SHINE PACK,1335.0,5.1,11330.0,2.9,2627.450980392157,0.4
STELLANTIS,C3 AIRCROSS BLUEHDI 110 S&S 6V SHINE PACK (SOLO ST,1310.0,5.0,11330.0,2.4,2600.0,0.4
STELLANTIS,COMBO LIFE L2 EDITION PLUS 15 TD S/S MT6 63 130,1596.0,5.3,12729.0,2.9,2622.6415094339623,0.4
STELLANTIS,C5 AIRCROSS BLUEHDI 130 S&S EAT8 SHINE PACK,1567.0,5.2,17283.0,2.8,2634.6153846153843,0.4
STELLANTIS,2008 ACTIVE BLUEHDI 110 S&S 6 VEL MAN,1280.0,4.4,12275.0,2.5,2636.363636363636,0.4
STELLANTIS,NUEVO C3 BLUE HDI 100 S&S SHINE,1165.0,4.3,8804.0,2.5,2604.651162790698,0.4
STELLANTIS,NUEVO C4X BLUEHDI 130 S&S EAT8 MAX,1395.0,4.8,9843.0,2.3,2625.0,0.4
STELLANTIS,5008 ALLURE PACK BLUEHDI 180 S&S EAT8,1682.0,5.9,16047.0,3.1,2610.1694915254234,0.4
STELLANTIS,ASTRA 5P GS 12T XHT AT8 S/S 130 HP (96KW),1371.0,5.6,9574.0,2.5,2267.857142857143,0.25
STELLANTIS,5008 GT BLUEHDI 180 S&S EAT8,1682.0,5.9,16047.0,2.5,2610.1694915254234,0.4
STELLANTIS,NUEVO C4 BLUEHDI 110 S&S 6V FEEL PACK (SOLO STOCK),1335.0,4.3,9843.0,2.7,2627.906976744186,0.4
STELLANTIS,CROSSLAND GS-LINE 15 DIE MT6 S/S 110CV,1280.0,4.7,17586.0,2.6,2617.0212765957444,0.4
STELLANTIS,NUEVO C4X PURETECH 100 S&S 6V YOU,1300.0,5.3,9843.0,2.3,2264.1509433962265,0.25
STELLANTIS,C5 AIRCROSS BLUEHDI 130 S&S 6V C SERIES,1505.0,4.9,17283.0,2.7,2632.6530612244896,0.4
STELLANTIS,5008 ACTIVE PACK BLUEHDI 130 S&S 6 VEL MAN,1590.0,5.1,16047.0,2.5,2607.843137254902,0.4
STELLANTIS,NUEVO C4 BLUEHDI 110 S&S 6V SHINE (SOLO STOCK),1335.0,4.3,9843.0,2.5,2627.906976744186,0.4
STELLANTIS,VIVARO COMBI M 20 DIESEL ¿63 145 CV MT6,1793.0,6.9,14346.0,2.9,2623.1884057971015,0.4
STELLANTIS,C3 AIRCROSS BLUEHDI 110 S&S 6V C-SERIES,1280.0,4.7,11330.0,2.2,2595.7446808510635,0.4
STELLANTIS,VIVARO COMBI L 15 DIESEL ¿63 120 CV MT6,1734.0,6.5,14346.0,2.6,2600.0,0.4
STELLANTIS,SPACETOURER BUSINESS TALLA XL BLUEHDI 180 S&S EAT8,1842.0,7.2,43153.0,2.8,2625.0,0.4
STELLANTIS,COMBO LIFE L1 EDITION 15 TD S/S MT6 Â¿63 100 CV,1505.0,5.1,12729.0,2.7,2647.058823529412,0.4
STELLANTIS,308 SW STYLE PURETECH 130 S&S 6 VEL MAN,1385.0,5.6,8477.0,2.7,2250.0,0.25
BMW,X2 SDRIVE20D,1620.0,,32215.0,2.6,,0.4
STELLANTIS,MOKKA ULTIMATE 12 T 130CV MT6 S/S 130 CV (96KW),1275.0,5.6,15522.0,2.3,2250.0,0.25
STELLANTIS,MOKKA ULTIMATE 12 T 130CV MT6 S/S 136 (100 KW),1275.0,5.5,15522.0,2.9,2272.7272727272725,0.25
STELLANTIS,MOKKA EDITION 15 D 110CV MT6 S/S 110 CV (81KV),1295.0,4.4,22853.0,2.9,2636.363636363636,0.4
BMW,COUNTRYMAN ONE D,1540.0,5.0,9523.0,2.8,2640.0,0.4
BMW,COUNTRYMAN COOPER ALL4,1580.0,7.1,10999.0,2.5,2281.6901408450703,0.25
BMW,COUNTRYMAN COOPER D ALL4,1645.0,5.5,11736.0,2.8,2636.3636363636365,0.4
BMW,COUNTRYMAN COOPER SD,1610.0,5.2,13311.0,2.8,2634.6153846153843,0.4
RENAULT-NISSAN-MITSUBISHI,KADJAR,1510.0,5.2,18677.0,2.3,2615.3846153846152,0.4
STELLANTIS,DS 3 CROSSBACK,1280.0,4.5,25223.0,2.9,2622.222222222222,0.4
VOLKSWAGEN,RS 5 COUPE,1770.0,,65945.0,2.4,,0.25
STELLANTIS,RIFTER GT PURETECH 130 S&S EAT8 STANDARD,1580.0,7.1,31765.0,2.8,2239.43661971831,0.25
BMW,X2 XDRIVE20I,1640.0,,32215.0,2.7,,0.25
STELLANTIS,508 5P GT PURETECH 130 S&S EAT8,1475.0,5.9,16180.0,2.5,2237.2881355932204,0.25
STELLANTIS,3008 ALLURE BLUEHDI 130 S&S EAT8,1504.0,5.2,19475.0,2.6,2596.153846153846,0.4
STELLANTIS,TRAVELLER BUSINESS BLUEHDI 180 S&S EAT8 STANDARD,1838.0,7.2,33838.0,2.8,2625.0,0.4
VOLKSWAGEN,CONTINENTAL GT MULLINER V8,2240.0,,195173.0,2.1,,0.25
MAZDA,2,1099.0,4.8,10948.0,2.3,2270.8333333333335,0.25
MAZDA,6,1458.0,6.8,17343.0,2.9,2264.7058823529414,0.25
MAZDA,MX-5,1100.0,6.9,17799.0,2.6,2246.376811594203,0.25
STELLANTIS,EXPERT TRAVELLER,1842.0,7.2,22006.0,2.6,2638.8888888888887,0.4
STELLANTIS,ASTRA SPORTS TOURER+,1395.0,5.7,9574.0,2.7,2280.7017543859647,0.25
VOLKSWAGEN,911 CARRERA 4GTS,1670.0,10.9,108136.0,2.6,2266.0550458715597,0.25
VOLKSWAGEN,BENTAYGA EXTENDED WHEELB,2589.0,13.0,205856.0,3.1,2261.5384615384614,0.25
VOLKSWAGEN,CONTINENTAL GTC MULLINER V8,2410.0,12.5,195173.0,3.1,2272.0,0.25
VOLKSWAGEN,FLYING SPUR S V8,2405.0,12.7,251560.0,2.8,2267.716535433071,0.25
