mark_name,model_name,mass_kg,fuel_consumption_lp100km,production_price,frontal_area_m2,co2_emissions_gl,engine_efficiency
STELLANTIS,FIAT DUCATO,2270.0,9.4,13457.0,2.1,2627.659574468085,0.4
VOLKSWAGEN,911 TARGA 4S,1750.0,10.8,108136.0,2.8,2259.259259259259,0.25
MERCEDES-BENZ AG,CLA 180 D,1575.0,5.0,20086.0,2.3,2620.0,0.4
STELLANTIS,INSIGNIA GRAND SPORT,1615.0,5.1,12792.0,2.6,2588.2352941176473,0.4
RENAULT-NISSAN-MITSUBISHI,PRIMASTAR,2038.0,7.3,8099.0,2.6,2616.4383561643835,0.4
MERCEDES-BENZ AG,AMG GLC 43 4MATIC,1880.0,11.1,18990.0,2.7,2270.2702702702704,0.25
BMW,220I XDRIVE,1595.0,6.6,21916.0,2.7,2272.727272727273,0.25
VOLKSWAGEN,BENTAYGA AZURE V8,2482.0,13.0,205856.0,3.2,2261.5384615384614,0.25
VOLKSWAGEN,718 CAYMAN,1440.0,8.9,74281.0,3.1,2269.6629213483147,0.25
MERCEDES-BENZ AG,B 200 4MATIC,1495.0,7.3,17576.0,2.4,2260.27397260274,0.25
VOLKSWAGEN,911 TARGA 4 GTS,1760.0,11.1,108136.0,2.3,2270.2702702702704,0.25
VOLKSWAGEN,A4 AVANT G-TRON,1665.0,7.4,20949.0,2.6,1797.2972972972973,0.4
MERCEDES-BENZ AG,AMG A 35,1580.0,8.7,18990.0,2.9,2275.862068965517,0.25
SUBARU-SUZUKI-TOYOTA,TOYOTA MIRAI,1995.0,,34990.0,3.1,,0.4
BMW,X4 M COMPETITION,2085.0,10.8,47786.0,2.6,2277.777777777778,0.25
MERCEDES-BENZ AG,AMG A 45 S,1660.0,9.0,18990.0,2.5,2288.8888888888887,0.25
MERCEDES-BENZ AG,AMG GLC 63 S 4MATIC+,2030.0,12.9,18990.0,2.1,2271.3178294573645,0.25
BMW,M5,1970.0,11.2,47933.0,2.2,2285.714285714286,0.25
BMW,M4 COMPETITION,1800.0,9.8,73372.0,3.1,2275.5102040816323,0.25
MERCEDES-BENZ AG,GLA 220 D,1640.0,5.5,29865.0,2.5,2636.3636363636365,0.4
MERCEDES-BENZ AG,AMG GLB 35,1755.0,9.2,18990.0,2.6,2271.739130434783,0.25
MERCEDES-BENZ AG,A 220 D 4MATIC,1575.0,5.3,38215.0,2.9,2622.6415094339623,0.4
VOLKSWAGEN,718 BOXSTER SPYDER,1525.0,10.7,64802.0,2.3,2261.6822429906542,0.25
MERCEDES-BENZ AG,B 220 D,1610.0,5.2,33177.0,3.2,2615.3846153846152,0.4
VOLKSWAGEN,PANAMERA 4 E-HYBRID,2005.0,10.9,94491.0,2.6,2275.229357798165,0.25
BMW,M4 CSL,1700.0,10.0,73372.0,2.6,2250.0,0.25
VOLKSWAGEN,CONTINENTAL GT AZURE V8,2240.0,12.1,195173.0,2.7,2272.727272727273,0.25
VOLKSWAGEN,TT RS ROADSTER,1640.0,9.2,56895.0,2.6,2282.608695652174,0.25
VOLKSWAGEN,TTS COUPE,1495.0,8.4,32365.0,2.4,2261.904761904762,0.25
VOLKSWAGEN,CONTINENTAL GTC MULLINER,2511.0,14.1,195173.0,2.4,2269.503546099291,0.25
BMW,M5 COMPETITION,1970.0,11.2,47933.0,2.6,2285.714285714286,0.25
VOLKSWAGEN,SQ7,2340.0,12.6,59127.0,2.6,2269.84126984127,0.25
MERCEDES-BENZ AG,B 250,1495.0,7.4,26023.0,3.1,2270.27027027027,0.25
BMW,218I GRAN TOURER,1505.0,6.4,17798.0,2.0,2250.0,0.25
MERCEDES-BENZ AG,C 400 4MATIC,1825.0,9.1,38447.0,2.9,2263.736263736264,0.25
BMW,M3,1780.0,10.0,78697.0,2.5,2280.0,0.25
STELLANTIS,C4 X,1364.0,5.7,9843.0,2.2,2263.157894736842,0.25
FORD,TRANSIT CONNECT,1652.0,5.5,10560.0,2.4,2636.3636363636365,0.4
BMW,CLUBMAN COOPER D,1545.0,5.1,11736.0,2.3,2588.2352941176473,0.4
MERCEDES-BENZ AG,CLA 220 D 4MATIC,1615.0,5.2,34928.0,2.9,2596.153846153846,0.4
VOLKSWAGEN,FLYING SPUR SPEED,2512.0,15.0,251560.0,2.3,2266.6666666666665,0.25
MERCEDES-BENZ AG,GLS 350 D 4MATIC,2500.0,8.2,37211.0,2.7,2609.756097560976,0.4
VOLKSWAGEN,718 BOXSTER S,1460.0,9.7,64802.0,2.8,2257.7319587628867,0.25
BMW,M4,1775.0,10.1,73372.0,2.5,2267.3267326732675,0.25
STELLANTIS,EXPERT,1734.0,6.4,10173.0,2.5,2609.375,0.4
VOLKSWAGEN,BENTAYGA EXTENDED WHEELBASE,2589.0,13.0,205856.0,2.8,2261.5384615384614,0.25
VOLKSWAGEN,718 CAYMAN GT4,1525.0,10.7,74281.0,2.7,2261.6822429906542,0.25
KG MOBILITY GREAT WALL MOTOR,SSANGYONG TIVOLI GRAND,1425.0,7.8,12751.0,2.3,2243.5897435897436,0.25
MERCEDES-BENZ AG,G 350 D,2508.0,10.9,48961.0,2.5,2633.02752293578,0.4
MERCEDES-BENZ AG,AMG CLA 45,1680.0,8.8,18990.0,2.4,2284.090909090909,0.25
BMW,X2 SDRIVE 20D,1620.0,5.3,32215.0,2.9,2641.509433962264,0.4
BMW,GHOST EWB,2605.0,15.7,194900.0,2.4,2280.254777070064,0.25
VOLKSWAGEN,RS5 COUPE,1770.0,9.8,65483.0,2.2,2255.1020408163263,0.25
FORD,TOURNEO COURIER,1366.0,5.1,17571.0,2.1,2627.450980392157,0.4
VOLKSWAGEN,718 CAYMAN T,1455.0,8.9,74281.0,2.2,2269.6629213483147,0.25
STELLANTIS,JEEP WRANGLER RUBICON 392,2382.0,,56260.0,2.0,,0.25
MERCEDES-BENZ AG,B 220 D 4MATIC,1625.0,5.7,33177.0,3.1,2614.035087719298,0.4
VOLKSWAGEN,718 BOXSTER T,1425.0,9.4,64802.0,2.7,2265.9574468085107,0.25
BMW,840I,1915.0,8.4,81885.0,2.9,2273.809523809524,0.25
BMW,ONE,1255.0,5.5,12175.0,2.6,2272.7272727272725,0.25
VOLKSWAGEN,A5 SPORTBACK G-TRON,1650.0,6.5,28690.0,2.6,1800.0,0.4
MERCEDES-BENZ AG,AMG GLA 45 S,1765.0,9.8,18990.0,2.5,2265.3061224489793,0.25
VOLKSWAGEN,CONTINENTAL GTC S V8,2410.0,12.5,195173.0,2.6,2272.0,0.25
VOLKSWAGEN,CONTINENTAL GT SPEED CONVERTIBLE,2511.0,14.1,195173.0,2.5,2269.503546099291,0.25
VOLKSWAGEN,FLYING SPUR MULLINER V8,2405.0,12.7,251560.0,2.6,2267.716535433071,0.25
MERCEDES-BENZ AG,AMG GLA 45,1745.0,9.4,18990.0,2.7,2276.595744680851,0.25
MERCEDES-BENZ AG,A 200 D 4MATIC,1555.0,5.2,20895.0,2.4,2653.846153846154,0.4
MERCEDES-BENZ AG,A 250,1460.0,7.2,27753.0,2.4,2263.8888888888887,0.25
BMW,CLUBMAN ONE,1435.0,6.2,9477.0,2.3,2274.1935483870966,0.25
RENAULT-NISSAN-MITSUBISHI,TALISMAN,1733.0,6.0,27325.0,2.7,2616.6666666666665,0.4
BMW,750LI XDRIVE,2095.0,10.9,48342.0,2.7,2275.229357798165,0.25
MERCEDES-BENZ AG,A 200 4MATIC,1470.0,6.9,20895.0,2.9,2260.869565217391,0.25
VOLKSWAGEN,CAYENNE TURBO,2250.0,13.6,71309.0,3.1,2264.7058823529414,0.25
RENAULT-NISSAN-MITSUBISHI,MASTER,2361.0,10.7,13051.0,2.9,2616.8224299065423,0.4
BMW,218D GRAN TOURER,1620.0,5.2,17798.0,2.0,2634.6153846153843,0.4
BMW,218D XDRIVE GRAN TOURER,1690.0,5.4,17798.0,2.6,2611.111111111111,0.4
VOLKSWAGEN,CONTINENTAL GT S V8,2240.0,12.1,195173.0,2.4,2272.727272727273,0.25
VOLKSWAGEN,CONTINENTAL GTC AZURE V9,2410.0,12.5,195173.0,2.4,2272.0,0.25
VOLKSWAGEN,FLYING SPUR MULLINER W12,2512.0,15.0,251560.0,2.3,2266.6666666666665,0.25
VOLKSWAGEN,CONTINENTAL GT V8,2240.0,12.1,195173.0,2.2,2272.727272727273,0.25
BMW,X1 M35I XDRIVE,1740.0,7.8,48484.0,2.9,2269.230769230769,0.25
VOLKSWAGEN,CONTINENTAL GTC V8,2410.0,12.5,195173.0,2.3,2272.0,0.25
VOLKSWAGEN,A1 CITYCARVER,1280.0,6.6,13010.0,2.7,2287.878787878788,0.25
VOLKSWAGEN,FLYING SPUR AZURE V8,2405.0,12.7,251560.0,2.3,2267.716535433071,0.25
BMW,216D GRAN TOURER,1615.0,5.2,13973.0,2.4,2615.3846153846152,0.4
RENAULT-NISSAN-MITSUBISHI,LODGY,1405.0,5.0,9919.0,3.2,2600.0,0.4
BMW,X2 SDRIVE 16D,1550.0,5.1,32215.0,2.6,2607.843137254902,0.4
BMW,GHOST BLACK BADGE,2575.0,15.8,194900.0,2.4,2272.151898734177,0.25
BMW,216I GRAN TOURER,1500.0,6.3,13973.0,2.6,2285.714285714286,0.25
KG MOBILITY GREAT WALL MOTOR,REXTON,2145.0,8.1,30717.0,3.1,2617.283950617284,0.4
BMW,220I GRAN TOURER,1620.0,6.6,21916.0,2.4,2272.727272727273,0.25
VOLKSWAGEN,BENTAYGA V8,2484.0,13.0,205856.0,3.1,2261.5384615384614,0.25
VOLKSWAGEN,TIGUAN,1711.0,6.1,25504.0,2.4,2622.9508196721313,0.4
VOLKSWAGEN,CADDY,1709.0,5.2,15950.0,2.9,2653.846153846154,0.4
VOLKSWAGEN,TOUAREG,2092.0,8.2,49053.0,2.8,2634.146341463415,0.4
VOLKSWAGEN,T-ROC,1358.0,6.2,28277.0,2.1,2241.935483870968,0.25
VOLKSWAGEN,T-CROSS,1290.0,6.2,23188.0,2.4,2290.3225806451615,0.25
VOLKSWAGEN,POLO,1199.0,5.5,10131.0,2.5,2290.909090909091,0.25
STELLANTIS,PANDA,1165.0,6.9,7847.0,2.8,2260.869565217391,0.25
KG MOBILITY GREAT WALL MOTOR,KORANDO,1612.0,8.6,13578.0,2.7,2290.697674418605,0.25
VOLKSWAGEN,KOMBI,1994.0,7.8,24614.0,2.8,2615.3846153846152,0.4
BMW,X2 SDRIVE18I,1505.0,,32215.0,2.9,,0.25
KG MOBILITY GREAT WALL MOTOR,TIVOLI GRAND,1405.0,7.2,12751.0,2.7,2263.8888888888887,0.25
VOLKSWAGEN,PASSAT,1709.0,5.9,16670.0,2.7,2627.1186440677966,0.4
VOLKSWAGEN,BENTAYGA EXTENDED WHEELBASE AZURE V8,2589.0,,205856.0,2.9,,0.25
BMW,X1 SDRIVE18I,1575.0,,18271.0,2.6,,0.25
VOLKSWAGEN,MULTIVAN,2055.0,9.1,45453.0,2.6,2263.736263736264,0.25
VOLKSWAGEN,TOURAN,1573.0,6.6,12285.0,2.6,2272.727272727273,0.25
KG MOBILITY GREAT WALL MOTOR,TIVOLI,1375.0,7.0,12751.0,2.5,2300.0,0.25
RENAULT-NISSAN-MITSUBISHI,JUKE,1286.0,6.1,11161.0,2.5,2262.2950819672133,0.25
VOLKSWAGEN,ARTEON,1520.0,6.2,40777.0,2.7,2274.1935483870966,0.25
VOLKSWAGEN,CRAFTER,2227.0,9.7,24477.0,2.3,2608.2474226804125,0.4
BMW,X1 SDRIVE18D,1650.0,,18271.0,2.2,,0.4
STELLANTIS,TIPO,1335.0,5.8,12787.0,2.9,2241.3793103448274,0.25
VOLKSWAGEN,BENTAYGA EXTENDED WHEELBASE V8,2589.0,,205856.0,2.4,,0.25
VOLKSWAGEN,RS 3 LIMOUSINE,1650.0,,65945.0,2.5,,0.25
BMW,X2 XDRIVE20D,1680.0,,32215.0,2.3,,0.4
VOLKSWAGEN,URUS,2225.0,,244000.0,2.4,,0.25
BMW,X5 XDRIVE25D,2145.0,,40997.0,3.1,,0.4
RENAULT-NISSAN-MITSUBISHI,MICRA,1143.0,6.1,8115.0,2.5,2245.9016393442625,0.25
VOLKSWAGEN,CONTINENTAL GTC AZURE V8,2410.0,,195173.0,2.6,,0.25
BMW,420I XDRIVE,1665.0,,26628.0,2.8,,0.25
VOLKSWAGEN,HURACAN,1727.0,,178900.0,2.3,,0.25
BMW,218I ACTIVE TOURER U06 B38,1545.0,6.2,17798.0,2.7,2258.064516129032,0.25
BMW,116D 5-TÜRER F40 B37,1450.0,4.7,10286.0,2.7,2617.0212765957444,0.4
FORD,FIESTA TITANIUM,1201.0,5.5,9864.0,2.4,2272.7272727272725,0.25
BMW,MINI COOPER S ALL4 COUNTRYMAN,1645.0,7.3,12681.0,3.0,2246.5753424657537,0.25
BMW,318I TOURING G21 B48,1650.0,6.8,11500.0,2.4,2235.294117647059,0.25
FORD,FOCUS ST-LINE X,1539.0,4.8,12428.0,2.4,2645.8333333333335,0.4
FORD,TOURNEO CUSTOM TITANIUM,2529.0,8.8,29712.0,3.1,2625.0,0.4
FORD,FIESTA COOL & CONNECT,1180.0,5.3,9864.0,2.4,2283.0188679245284,0.25
BMW,118I 5-TÜRER F40 B38,1395.0,5.8,12875.0,2.5,2258.6206896551726,0.25
BMW,420I CABRIO G23 B48,1765.0,6.8,26628.0,2.7,2279.4117647058824,0.25
BMW,COOPER F56 B38,1250.0,5.7,10999.0,2.7,2263.157894736842,0.25
FORD,GR TOURNEO CONNECT TIT,1695.0,5.0,20552.0,2.4,2640.0,0.4
BMW,218D GRAN COUPE F44 B47,1545.0,5.1,17798.0,2.2,2627.450980392157,0.4
BMW,COOPER F57 B38,1360.0,6.0,10999.0,2.4,2283.3333333333335,0.25
MAZDA,CX-5/CD150/AT/AMBITION,1689.0,6.1,14920.0,2.4,2622.9508196721313,0.4
BMW,420I COUPE G22 B48,1600.0,6.5,26628.0,3.2,2276.923076923077,0.25
BMW,X2 SDRIVE16D F39 B47,1550.0,5.1,32215.0,2.4,2607.843137254902,0.4
BMW,COOPER S F55 B48,1355.0,6.0,12681.0,2.8,2283.3333333333335,0.25
FORD,KUGA COOL & CONNECT,1576.0,4.7,20889.0,2.8,2638.2978723404253,0.4
BMW,430I XDRIVE CABRIO G23 B48,1840.0,7.4,31286.0,2.9,2283.7837837837837,0.25
FORD,FIESTA ST- LINE,1180.0,5.4,9864.0,2.8,2277.777777777778,0.25
BMW,MINI COOPER COUNTRYMAN F60 B38,1505.0,6.5,11175.0,2.4,2292.3076923076924,0.25
FORD,FOCUS ACTIVE STYLE,1394.0,5.8,12428.0,2.7,2258.6206896551726,0.25
BMW,330I XDRIVE TOURING G21 B48,1735.0,7.4,30316.0,2.6,2256.7567567567567,0.25
BMW,M3 COMPETITION M XDRIVE TOURIN,1940.0,10.3,78697.0,2.2,2262.135922330097,0.25
FORD,TOURNEO CONNECT TITANIUM,1682.0,5.0,20552.0,2.8,2620.0,0.4
FORD,FIESTA ST X,1299.0,6.7,9864.0,2.8,2283.582089552239,0.25
BMW,COOPER F55 B38,1305.0,5.7,10999.0,2.6,2245.614035087719,0.25
BMW,MINI COOPER D CLUBMAN F54 B47,1545.0,5.0,12032.0,2.7,2640.0,0.4
FORD,KUGA TITANIUM X,1735.0,5.7,20889.0,2.5,2631.578947368421,0.4
BMW,X1 SDRIVE18D U11 B47,1650.0,5.0,18271.0,2.6,2620.0,0.4
BMW,218D ACTIVE TOURER U06 B47,1620.0,4.9,17798.0,3.0,2632.6530612244896,0.4
FORD,KUGA TITANIUM,1667.0,5.7,20889.0,2.2,2614.035087719298,0.4
BMW,COOPER S F56 B48,1300.0,6.0,12681.0,2.7,2266.6666666666665,0.25
BMW,118D 5-TÜRER F40 B47,1505.0,5.0,12875.0,2.3,2600.0,0.4
FORD,TRANSIT CUSTOM TREND,2383.0,8.3,17235.0,3.2,2614.457831325301,0.4
FORD,TOURNEO CONNECT ACTIVE,1610.0,4.9,20552.0,2.4,2632.6530612244896,0.4
BMW,MINI COOPER D ALL4 COUNTRYMAN,1645.0,5.5,11736.0,2.6,2618.181818181818,0.4
BMW,M2 COUPE G87 S58,1800.0,9.7,48836.0,3.0,2268.041237113402,0.25
BMW,Z4 SDRIVE30I G29 B48,1545.0,7.4,36604.0,2.9,2256.7567567567567,0.25
BMW,Z4 SDRIVE20I G29 B48,1525.0,7.2,36604.0,2.8,2277.777777777778,0.25
BMW,MINI JOHN COOPER WORKS ALL4 F5,1630.0,7.6,18357.0,2.7,2276.315789473684,0.25
BMW,220I COUPE G42 B48,1565.0,6.5,21916.0,2.8,2276.923076923077,0.25
BMW,218I GRAN COUPE F44 B38,1450.0,6.0,17798.0,3.0,2266.6666666666665,0.25
BMW,116I 5-TÜRER F40 B38,1415.0,5.9,10286.0,2.4,2271.186440677966,0.25
FORD,FIESTA TITANIUM X,1207.0,5.5,9864.0,2.2,2290.909090909091,0.25
FORD,TRANSIT TREND,2359.0,8.6,11651.0,2.6,2627.906976744186,0.4
BMW,M3 COMPETITION M XDRIVE G80 S5,1855.0,10.1,78697.0,2.9,2277.2277227722775,0.25
BMW,JOHN COOPER WORKS F57 B48,1450.0,7.1,18357.0,2.4,2281.6901408450703,0.25
BMW,MINI COOPER S CLUBMAN F54 B48,1490.0,6.4,15047.0,2.5,2265.625,0.25
FORD,FOCUS ST X,1519.0,8.0,12428.0,2.0,2300.0,0.25
BMW,320I XDRIVE LIMOUSINE MX G20 B,1655.0,6.9,17856.0,2.1,2246.376811594203,0.25
FORD,ECOSPORT TITANIUM,1359.0,6.2,15150.0,2.7,2274.1935483870966,0.25
BMW,X1 SDRIVE18I U11 B38,1575.0,6.6,18271.0,2.3,2272.727272727273,0.25
BMW,MINI COOPER D COUNTRYMAN F60 B,1585.0,5.3,11707.0,2.6,2603.7735849056603,0.4
FORD,FIESTA ACTIVE X,1226.0,5.6,9864.0,2.6,2285.714285714286,0.25
BMW,M8 GRAN COUPE F93 S63,2070.0,11.5,125848.0,3.1,2286.9565217391305,0.25
FORD,ECOSPORT ST-LINE,1359.0,6.2,15150.0,2.9,2290.3225806451615,0.25
FORD,FOCUS TITANIUM X,1479.0,4.7,12428.0,2.5,2617.0212765957444,0.4
BMW,COOPER S F57 B48,1400.0,6.4,12681.0,2.6,2265.625,0.25
FORD,FIESTA ST-LINE X,1219.0,5.5,9864.0,2.4,2272.7272727272725,0.25
FORD,TOURNEO CONNECT TIT,1655.0,5.3,20552.0,2.3,2622.6415094339623,0.4
FORD,FIESTA ST-LINE,1214.0,5.5,9864.0,3.1,2272.7272727272725,0.25
BMW,120D XDRIVE 5-TÜRER F40 B47,1590.0,5.2,16127.0,2.4,2615.3846153846152,0.4
BMW,MINI COOPER ALL4 COUNTRYMAN F6,1580.0,7.1,10999.0,2.9,2267.605633802817,0.25
BMW,X2 XDRIVE20D F39 B47,1680.0,5.6,32215.0,2.6,2625.0,0.4
FORD,FOCUS COOL & CONNECT,1431.0,4.3,12428.0,2.4,2604.651162790698,0.4
BMW,M4 COMPETITION M XDRIVE G83 S5,1995.0,10.2,73372.0,2.9,2284.3137254901962,0.25
MAZDA,2/G90/HOMURA,1096.0,4.8,10948.0,2.9,2270.8333333333335,0.25
BMW,430I CABRIO G23 B48,1790.0,7.2,31286.0,3.2,2263.8888888888887,0.25
FORD,MUSTANG MACH 1,1839.0,12.4,43825.0,2.7,2290.3225806451615,0.25
FORD,FIESTA ACTIVE,1200.0,5.5,9864.0,2.7,2272.7272727272725,0.25
BMW,Z4 M40I G29 B58,1640.0,8.1,51135.0,2.6,2271.604938271605,0.25
BMW,X3 M F97 S58,2085.0,10.9,45256.0,3.1,2284.4036697247707,0.25
BMW,330I TOURING G21 B48,1675.0,6.9,30316.0,2.6,2246.376811594203,0.25
BMW,X2 SDRIVE18I F39 B38,1505.0,6.3,32215.0,2.1,2285.714285714286,0.25
BMW,M850I XDRIVE CABRIO G14 N63,2125.0,10.9,99648.0,2.7,2284.4036697247707,0.25
FORD,GR TOURNEO CONNECT SPORT,1781.0,5.5,20552.0,2.8,2636.3636363636365,0.4
MAZDA,CX-5/CD184/AWD/AT/NEWGRO,1801.0,6.6,14920.0,2.7,2621.2121212121215,0.4
BMW,430I XDRIVE G26 B48,1775.0,7.2,31286.0,2.9,2291.6666666666665,0.25
BMW,230I COUPE G42 B48,1600.0,6.9,28698.0,2.5,2260.869565217391,0.25
FORD,PUMA ST X,1363.0,6.7,23158.0,2.6,2268.6567164179105,0.25
BMW,M3 CS LIMOUSINE G80 S58,1840.0,10.3,78697.0,2.5,2252.4271844660193,0.25
FORD,FOCUS ST-LINE VIGNALE,1431.0,4.5,12428.0,2.9,2644.4444444444443,0.4
BMW,JOHN COOPER WORKS F56 B48,1350.0,6.7,18357.0,3.0,2268.6567164179105,0.25
FORD,FOCUS TURNIER ST X,1571.0,8.0,12428.0,3.0,2275.0,0.25
BMW,X2 XDRIVE18D F39 B47,1680.0,5.6,32215.0,2.7,2607.1428571428573,0.4
BMW,M4 COMPETITION M XDRIVE G82 S5,1850.0,10.1,73372.0,2.7,2267.3267326732675,0.25
BMW,M240I XDRIVE COUPE G42 B58,1765.0,8.7,44868.0,2.4,2275.862068965517,0.25
FORD,TOURNEO CUSTOM SPORT,2539.0,8.8,29712.0,2.4,2613.6363636363635,0.4
BMW,120I 5-TÜRER F40 B48,1465.0,6.5,16127.0,2.1,2276.923076923077,0.25
BMW,220I GRAN COUPE F44 B48,1505.0,6.3,21916.0,2.3,2301.5873015873017,0.25
FORD,GRTOURNEO CONNECT ACTIVE,1682.0,5.0,20552.0,2.9,2640.0,0.4
FORD,TRANSIT CUSTOM BASIS,2292.0,7.8,17235.0,2.6,2628.2051282051284,0.4
BMW,M135I XDRIVE 5-TÜRER F40 B48,1600.0,7.6,33032.0,2.2,2276.315789473684,0.25
BMW,216I ACTIVE TOURER U06 B38,1545.0,6.3,13973.0,2.5,2238.095238095238,0.25
BMW,MINI COOPER CLUBMAN F54 B38,1435.0,6.1,12170.0,2.1,2278.688524590164,0.25
BMW,M5 LIMOUSINE F90 S63,1970.0,11.3,47933.0,2.5,2274.336283185841,0.25
BMW,430I COUPE G22 B48,1620.0,6.7,31286.0,2.5,2253.731343283582,0.25
BMW,M3 COMPETITION LIMOUSINE G80 S,1805.0,9.8,78697.0,2.5,2275.5102040816323,0.25
BMW,X2 M35I F39 B48,1690.0,7.7,52377.0,2.7,2272.7272727272725,0.25
FORD,GR TOURNEO CONNECT ACT,1781.0,5.5,20552.0,2.7,2618.181818181818,0.4
BMW,320I TOURING G21 B48,1660.0,7.1,17856.0,2.7,2253.5211267605637,0.25
BMW,M550I XDRIVE LIMOUSINE G30 N63,1990.0,10.7,47029.0,2.5,2280.373831775701,0.25
VOLKSWAGEN,RS 4 AVANT,1820.0,9.8,65945.0,2.5,2265.3061224489793,0.25
STELLANTIS,INSIGNIA SPORTS TOUR,1615.0,5.1,12792.0,2.6,2607.843137254902,0.4
BMW,218D XDRIVE GRAN TOURER F46 B4,1740.0,5.5,17798.0,2.8,2636.3636363636365,0.4
BMW,840I COUPE G15 B58,1805.0,8.2,81885.0,2.0,2280.487804878049,0.25
FORD,ECOSPORT ACTIVE,1359.0,6.3,15150.0,2.9,2269.84126984127,0.25
BMW,218I COUPE G42 B48,1560.0,6.7,17798.0,2.7,2253.731343283582,0.25
BMW,320I LIMOUSINE MX G20 B48,1590.0,6.6,17856.0,2.9,2257.5757575757575,0.25
BMW,MINI COOPER SD ALL4 COUNTRYMAN,1675.0,5.6,13311.0,2.3,2607.1428571428573,0.4
BMW,840I XDRIVE GRAN COUPE G16 B58,1950.0,9.0,81885.0,2.4,2288.8888888888887,0.25
MAZDA,CX-5/G165/AMBITION PLUS,1576.0,6.8,15728.0,3.2,2250.0,0.25
BMW,420I GRAN COUPE G26 B48,1695.0,6.9,26628.0,2.7,2275.3623188405795,0.25
BMW,X2 XDRIVE20I F39 B48,1640.0,7.0,32215.0,2.7,2285.714285714286,0.25
FORD,TOURNEO CONNECT SPORT,1712.0,5.5,20552.0,2.7,2600.0,0.4
BMW,M240I COUPE G42 B58,1710.0,7.9,44868.0,3.2,2253.164556962025,0.25
MAZDA,CX-5/CD150/AMBITION,1666.0,5.6,14920.0,2.7,2625.0,0.4
BMW,M4 CSL COUPE G82 S58,1700.0,10.0,73372.0,2.9,2250.0,0.25
BMW,220I XDRIVE GRAN COUPE F44 B48,1595.0,6.9,21916.0,3.1,2246.376811594203,0.25
BMW,MINI COOPER S COUNTRYMAN F60 B,1555.0,6.5,14556.0,2.7,2292.3076923076924,0.25
BMW,318I LIMOUSINE MX G20 B48,1575.0,6.7,11500.0,2.7,2253.731343283582,0.25
STELLANTIS,CORSA GS 12T XHL MT6 S/S 100 CV (74KW),1175.0,5.1,8959.0,3.1,2235.294117647059,0.25
STELLANTIS,NUEVO C5 X PURETECH 130 S&S EAT8 FEEL  (SOLO STOCK,1493.0,6.0,7375.0,2.7,2266.6666666666665,0.25
STELLANTIS,2008 ACTIVE PACK PURETECH 100 S&S 6 VEL MAN,1263.0,5.5,12275.0,2.5,2236.3636363636365,0.25
STELLANTIS,MOKKA GS 15 D MT6 S/S 110CV (81 KW),1295.0,4.5,15522.0,2.9,2622.222222222222,0.4
STELLANTIS,N2008 ALLURE BLUEHDI 130 S&S EAT8,1345.0,5.0,12275.0,3.0,2620.0,0.4
STELLANTIS,208 5P ACTIVE BLUEHDI 100 S&S 6 VEL MAN,1165.0,4.2,8793.0,2.8,2595.238095238095,0.4
STELLANTIS,208 5P ACTIVE PACK PURETECH 100 S&S 6 VEL MAN,1165.0,5.0,8793.0,2.8,2260.0,0.25
STELLANTIS,CORSA EDITION 12T XEL MT5 S/S 75 CV (55KW),1055.0,5.3,8959.0,2.5,2245.2830188679245,0.25
STELLANTIS,CROSSLAND GS 12 GAS MT6 S/S 110CV (81KW),1290.0,5.9,17586.0,3.0,2254.237288135593,0.25
STELLANTIS,CORSA EDITION 12T XHL MT6 S/S 100 CV (74KW),1165.0,5.1,8959.0,2.6,2254.901960784314,0.25
STELLANTIS,308 5P ALLURE PURETECH 130 S&S 6 VEL MAN,1333.0,5.6,8477.0,2.6,2267.857142857143,0.25
STELLANTIS,208 5P ALLURE PURETECH 100 S&S EAT8,1165.0,5.4,8793.0,2.5,2240.7407407407404,0.25
STELLANTIS,NUEVO C4 PURETECH 130 S&S 6V FEEL PACK,1322.0,5.3,9843.0,2.6,2245.2830188679245,0.25
STELLANTIS,208 5P ACTIVE PACK BLUEHDI 100 S&S 6 VEL MAN,1165.0,4.2,8793.0,2.3,2595.238095238095,0.4
STELLANTIS,3008 ACTIVE PACK BLUEHDI 130 S&S EAT8,1504.0,5.4,19475.0,2.2,2629.6296296296296,0.4
STELLANTIS,208 5P GT PURETECH 100 S&S 6 VEL MAN,1165.0,5.2,8793.0,3.1,2250.0,0.25
STELLANTIS,NUEVO C4 PURETECH 130 S&S EAT8 FEEL PACK (SOLO STO,1353.0,5.8,9843.0,2.3,2241.3793103448274,0.25
STELLANTIS,2008 ALLURE PACK BLUEHDI 130 S&S EAT8,1345.0,5.0,12275.0,2.4,2640.0,0.4
STELLANTIS,308 5P ACTIVE PACK PURETECH 130 S&S 6 VEL MAN,1333.0,5.5,8477.0,2.2,2254.5454545454545,0.25
STELLANTIS,NUEVO C4X PURETECH 130 S&S EAT8 FEEL PACK,1364.0,5.7,9843.0,3.1,2263.157894736842,0.25
STELLANTIS,NUEVO C3 PURETECH 83 S&S C SERIES,1055.0,5.5,8804.0,2.9,2236.3636363636365,0.25
STELLANTIS,208 5P ACTIVE PACK PURETECH 100 S&S EAT8,1165.0,5.4,8793.0,2.4,2240.7407407407404,0.25
STELLANTIS,208 5P ALLURE PURETECH 100 S&S 6 VEL MAN,1165.0,5.1,8793.0,2.9,2235.294117647059,0.25
