ID,Country,VFN,Mp,Mh,Man,MMS,Tan,T,Va,Ve,Mk,Cn,Ct,Cr,r,m (kg),Mt,Enedc (g/km),Ewltp (g/km),W (mm),At1 (mm),At2 (mm),Ft,Fm,ec (cm3),ep (KW),z (Wh/km),IT,Ernedc (g/km),Erwltp (g/km),De,Vf,Status,year,Date of registration,Fuel consumption ,ech,RLFI,Electric range (km),mk_norm,cn_norm,price,frontal_area_m2
132188574,DE,IP-2021_4003-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2001/116*0480*44,204 X,YNE0Z1,ZZAA050A,MERCEDES-BENZ,EQC 400 4MATIC,M1,M1,1,2495.0,2590.0,,0.0,,,,electric,E,,300.0,219.0,,,,,,F,2023,2023-04-11,,AX,,362.0,mercedes benz,eqc 400 4matic,54010.0,2.8
132188575,DE,IP-0000890-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2017*09,G3K,21FZ,IAA507M0,BMW,320D,M1,M1,1,1740.0,1865.0,,134.0,,,,diesel,H,1995.0,140.0,,e24 32 37,,1.66,,,F,2023,2023-05-11,5.1,,RL-0100732-WBA-1,,bmw,320d,17856.0,3.0
132188578,DE,IP-MQB37WZ_B0_0915-WAU-1,VOLKSWAGEN,AUDI AG,AUDI AG,,E1*2007/46*2060*27,GY,SDGEAF1,FD6FD6DD001RT071C184BIBEM8MLN2B30,AUDI,A3 40 TFSIE,M1,M1,1,1625.0,1756.0,,30.0,,,,petrol/electric,P,1395.0,110.0,155.0,,,,,,F,2023,2023-12-07,1.3,,RL-DQ400E6F_19_001-WVW-1,59.0,audi,a3 40 tfsie,16869.0,2.6
132188580,DE,IP-HNP____MB6_142A-W0V-0,STELLANTIS,OPEL AUTOMOBILE,OPEL AUTOMOBILE GMBH,,E4*2007/46*1194*21,P7 MONOCAB C,EA025DB12,BE1VADPH0A5,OPEL,CROSSLAND,M1,M1,1,1290.0,1419.0,,132.0,,,,petrol,M,1199.0,81.0,,e2 29 37,,2.12,,,F,2023,2023-12-19,5.9,,RL-___BVH1MB6_1020-VF3-0,,opel,crossland,17583.0,2.9
132188582,DE,IP-MQB27SZ_B2_0546-WAU-1,VOLKSWAGEN,AUDI AG,AUDI AG,,E1*2007/46*1892*28,GB,HDPCAF1,FD7FD7CW002RT61C184BIBEM1AB0,AUDI,A1 ALLSTREET,M1,M1,1,1280.0,1406.0,,151.0,,,,petrol,M,1498.0,110.0,,e13 29 37,,1.96,,,F,2023,2023-03-28,6.7,,RL-DQ200_7F_17_012-WVW-1,,audi,a1 allstreet,13010.0,2.7
132188583,DE,IP-03_FA1_0272-ZFA-1,STELLANTIS,STELLANTIS EUROPE,STELLANTIS EUROPE SPA,,E3*2018/858*00001*09,FA1,0AEA0000A0,2D1B0,FIAT,500,M1,M1,1,1255.0,1367.0,,0.0,,,,electric,E,,70.0,130.0,,,,,,F,2023,2023-11-16,,,RL-03_FA1_0097-ZFA-1,190.0,fiat,500,16288.0,2.4
132188585,DE,IP-0000708-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2018/858*00122*05,G4C,31AX,IAA500B0,BMW,420D XDRIVE,M1,M1,1,1835.0,1952.0,,143.0,,,,diesel,H,1995.0,140.0,,,,,,,F,2023,2023-06-29,5.4,,RL-0100584-WBA-1,,bmw,420d xdrive,26628.0,2.7
132188586,DE,IP-AP982002G4RAT00-WP0-1,VOLKSWAGEN,PORSCHE,DR ING HCF PORSCHE AG,,E13*KS07/46*1634*02,982G,CH12,42,PORSCHE,718 CAYMAN GT4 RS,M1,M1,1,1490.0,1669.0,,299.0,,,,petrol,M,3996.0,368.0,,e1 29,,0.8,,,F,2023,2023-06-07,13.2,,RL-982002AT60ZZZ05-WP0-1,,porsche,718 cayman gt4 rs,74281.0,3.1
132188588,DE,IP-03_312_0344-ZFA-1,STELLANTIS,STELLANTIS EUROPE,STELLANTIS EUROPE SPA,,E3*2007/46*0064*69,312,PYD1B,BB5,FIAT,FIAT PANDA,M1,M1,1,1045.0,1132.0,,111.0,,,,petrol,H,999.0,52.0,,e3 33,,1.28,,,F,2023,2023-07-14,4.9,,RL-03_312_0110-ZFA-1,,fiat,fiat panda,7866.0,2.6
132188590,DE,IP-0000614-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1750*14,G5K,31CG,IAW50000,BMW,530E XDRIVE,M1,M1,1,2035.0,2206.0,,43.0,,,,petrol/electric,P,1998.0,135.0,188.0,,,,,,F,2023,2023-03-09,1.9,,RL-0100366-WBA-1,51.0,bmw,530e xdrive,31997.0,3.1
132188591,DE,IP-FBD1A6DDW5B_001-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0546*36,RFB,KH2,A6BUCCG30100,RENAULT,MEGANE,M1,M1,1,1507.0,1599.0,,126.0,,,,diesel,M,1461.0,85.0,,e2 29 37,,1.64,,,F,2023,2023-11-17,4.8,6AP,RL-FBDDW5A_300_000-VF1-1,,renault,megane,11191.0,2.0
132188592,DE,IP-091899-U5Y-1,KIA,KIA SLOVAKIA,KIA SLOVAKIA SRO,,E4*2007/46*1299*18,CD,BCP41,D75HZ2,KIA,XCEED,M1,M1,1,1400.0,1527.0,,141.0,,,,petrol,M,1482.0,118.0,,e9 29 e9 28,,2.05,,,F,2023,2023-12-20,6.2,,RL-041169-U5Y-1,,kia,xceed,25022.0,2.8
132188593,DE,IP-AP992002SC0MT00-WP0-1,VOLKSWAGEN,PORSCHE,DR ING HCF PORSCHE AG,,E13*KS07/46*1636*01,992G,CD11,3400000,PORSCHE,911 SPORT CLASSIC,M1,M1,1,1645.0,1751.0,,285.0,,,,petrol,M,3745.0,405.0,,,,,,,F,2023,2023-03-03,12.6,,RL-992002MT70ZZZ03-WP0-1,,porsche,911 sport classic,108136.0,2.6
132188598,DE,IP-MLB42AZ_A0_0706-WAU-1,VOLKSWAGEN,AUDI AG,AUDI AG,,E1*2007/46*1550*39,FY,SDMSAQ1,QD7AD7CJ001RT51B184BIAEM1FSB1A,AUDI,Q5 SPORTBACK,M1,M1,1,1845.0,2038.0,,180.0,,,,petrol,H,1984.0,150.0,,e13 33 37,,2.16,,,F,2023,2023-07-18,7.9,,RL-DL382_7A_19_002-WAU-1,,audi,q5 sportback,37845.0,2.5
132188599,DE,IP-MQB27ZZ_A0_0529-VSS-1,VOLKSWAGEN,SEAT,SEAT SA,,E9*2007/46*3134*39,KJ,BDLAC,FM5SFM5DF0084BI2A1CACA8D,SEAT,IBIZA,M1,M1,1,1154.0,1253.0,,124.0,,,,petrol,M,999.0,70.0,,e9 29,,1.18,,,F,2023,2023-02-10,5.5,,RL-MQ200_5F_20_001-WVW-1,,seat,ibiza,9061.0,2.6
132188600,DE,IP-0000975-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2018/858*00117*04,U2AT,71BX,IAH500L0,BMW,220I ACTIVE TOURER,M1,M1,1,1595.0,1735.0,,134.0,,,,petrol,H,1499.0,115.0,,,,,,,F,2023,2023-05-05,5.9,,RL-0100807-WBA-1,,bmw,220i active tourer,21916.0,2.0
132188605,DE,IP-4_1229-JSA-1,SUBARU-SUZUKI-TOYOTA,SUZUKI MOTOR CORPORATION,SUZUKI MOTOR CORPORATION,,E4*2007/46*1162*09,MF,J91S,MT-4/L,SUZUKI,IGNIS,M1,M1,1,985.0,1084.0,,121.0,,,,petrol,H,1197.0,61.0,,e4 33 37,,1.88,,,F,2023,2023-10-11,5.4,N.A.,N.A.,,suzuki,ignis,13410.0,2.5
132188607,DE,IP-2021_4021-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1909*22,F2B,OJERZ1,ZZAAA53A,MERCEDES-BENZ,EQA 300 4MATIC,M1,M1,1,2105.0,2181.0,,0.0,,,,electric,E,,168.0,177.0,,,,,,F,2023,2023-12-20,,AX,,430.0,mercedes benz,eqa 300 4matic,14500.0,2.7
132188613,DE,IP-EHZ____AMN8724F-VF3-0,STELLANTIS,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,,E2*2007/46*0532*20,V,E,EHZ7-L2N20L,PEUGEOT,TRAVELLER,M1,M1,1,2037.0,2284.0,,193.0,,,,diesel,M,1997.0,130.0,,e2 33,,1.12,,,F,2023,2023-05-25,7.4,,RL-___MP2CAMN87040-VF3-0,,peugeot,traveller,33838.0,3.0
132188615,DE,IP-MQB37SZ_A2_1036-WAU-1,VOLKSWAGEN,AUDI AG,AUDI AG,,E1*2007/46*1552*34,GA,XDXDBF1,FM6FM6C9015RT11A174BIAEM1HA0AB0,AUDI,Q2,M1,M1,1,1370.0,1484.0,,134.0,,,,petrol,M,1498.0,110.0,,e13 29 37,,2.07,,,F,2023,2023-03-29,5.9,,RL-MQ281_6F_20_001-WVW-1,,audi,q2,25439.0,2.4
132188616,DE,IP-MQB37WZ_B2_0912-VSS-1,VOLKSWAGEN,SEAT,SEAT SA,,E9*2007/46*3167*26,KL,CBDGEAX0,FD6HFD6DD0014BIML1CBA17,CUPRA,CUPRA LEON E-HYBRID180,M1,M1,1,1660.0,1789.0,,29.0,,,,petrol/electric,P,1395.0,110.0,155.0,,,,,,F,2023,2023-11-23,1.3,,RL-DQ400E6F_19_001-WVW-1,59.0,cupra,cupra leon e hybrid180,39654.0,2.4
132188618,DE,IP-2022_8602-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1885*20,H1GLE,B324T1,CZAAA5DB,MERCEDES-BENZ,GLE 450 D 4MATIC COUPE,M1G,M1G,1,2450.0,2635.0,,214.0,,,,diesel,H,2989.0,270.0,,,,,,,F,2023,2023-10-06,8.2,EURO 6(AP),,,mercedes benz,gle 450 d 4matic coupe,44180.0,2.4
132188619,DE,IP-0000455-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1750*14,G5K,71BM,IAA50800,BMW,540I XDRIVE,M1,M1,1,1925.0,2149.0,,185.0,,,,petrol,H,2998.0,245.0,,,,,,,F,2023,2023-06-20,8.1,,RL-0100189-WBA-1,,bmw,540i xdrive,42195.0,2.9
132188621,DE,IP-ZKX____REDU6760-W0V-0,STELLANTIS,OPEL AUTOMOBILE,OPEL AUTOMOBILE GMBH,,E2*2007/46*0622*23,E,Z,ZKXZ-A7U000,OPEL,COMBO-E LIFE,M1,M1,1,1739.0,1906.0,,0.0,,,,electric,E,,100.0,198.0,,,,,,F,2023,2023-08-21,,,RL-___MP22REDU6760-VR3-0,279.0,opel,combo e life,12729.0,2.7
132188628,DE,IP-0600467-KNA-1,KIA,KIA,KIA CORPORATION,,E4*2007/46*1530*07,MQ4,F5D14,D81B2E,KIA,SORENTO,M1,M1,1,1867.0,2093.0,,173.0,,,,diesel,M,2151.0,142.0,,e4 29 28,,1.83,,,F,2023,2023-02-07,6.6,,RL-0600467-KNA-1,,kia,sorento,34907.0,2.4
132188630,DE,IP-2022_1801-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1830*12,463A,C78FT1,CZAA052A,MERCEDES-BENZ,AMG G 63,M1G,M1G,1,2595.0,2795.0,,369.0,,,,petrol,M,3982.0,430.0,,,,,,,F,2023,2023-11-15,16.2,EURO 6(AP),,,mercedes benz,amg g 63,18990.0,2.8
132188631,DE,IP-0000905-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2017*09,G3K,71CY,IAW50700,BMW,330E XDRIVE,M1,M1,1,1955.0,2111.0,,41.0,,,,petrol/electric,P,1998.0,135.0,180.0,,,,,,F,2023,2023-04-11,1.8,,RL-0100750-WBA-1,53.0,bmw,330e xdrive,30316.0,2.6
132188635,DE,IP-MEB31AZ_A0_1911-TMB-1,VOLKSWAGEN,SKODA,SKODA AUTO AS,,E8*2007/46*0416*10,NY,ACEBJCL1LX2,C0PE1PE1MH002MV01AA,SKODA,ENYAQ 60,M1,M1,1,1998.0,2154.0,,0.0,,,,electric,E,,132.0,164.0,,,,,,F,2023,2023-02-13,,,,387.0,skoda,enyaq 60,48642.0,2.9
132188638,DE,IP-13_2021_501-JMZ-1,MAZDA,MAZDA,MAZDA MOTOR CORPORATION,,E1*2007/46*1335*40,DJ1,6HZ,66W0C,MAZDA,MAZDA2,M1,M1,1,1112.0,1233.0,,107.0,,,,petrol,H,1496.0,66.0,,e13 37,,0.6,,,F,2023,2023-11-07,4.7,,RL-13_DJ31-JMZ-1,,mazda,mazda2,10948.0,2.4
132188643,DE,IP-MEB31AZ_A0_1913-WAU-1,VOLKSWAGEN,AUDI AG,AUDI AG,,E1*2018/858*00006*07,FZ,XBL1FH1,HE1HE1G1Z01RT011A200GAAEM1,AUDI,Q4 40 E-TRON,M1,M1,1,2125.0,2235.0,,0.0,,,,electric,E,,150.0,177.0,,,,,,F,2023,2023-11-06,,,RL-EQ310_1P_21_003-WVW-1,499.0,audi,q4 40 e tron,97673.0,2.5
132188644,DE,IP-J12A1DNP6DA9_00-JN1-1,RENAULT-NISSAN-MITSUBISHI,NISSAN AUTOMOTIVE EUROPE,NISSAN AUTOMOTIVE EUROPE SAS,,E9*2018/858*11042*05,J12,C,C03,NISSAN,NISSAN QASHQAI,M1,M1,1,1685.0,1803.0,,121.0,,,,petrol,H,1497.0,116.0,,e2 37,,0.68,,,F,2023,2023-06-20,5.4,AP,RL-J12ADNA9A_00000-JN1-1,,nissan,nissan qashqai,15715.0,2.5
132188646,DE,IP-0000387-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1682*15,FMX,21BR,IAW500BT,MINI,COUNTRYMAN COOPER,M1,M1,1,1505.0,1640.0,,148.0,,,,petrol,M,1499.0,100.0,,e24 28 29,,2.1,,,F,2023,2023-08-02,6.5,,RL-0100211-WBA-1,,mini,countryman cooper,10999.0,2.2
132188651,DE,IP-MQB37WZ_A0_1026-TMB-1,VOLKSWAGEN,SKODA,SKODA AUTO AS,,E8*2007/46*0355*14,NX,ACDPCAX0,NFM6FM6C90134BIVL4N1A4A,SKODA,OCTAVIA,M1,M1,1,1349.0,1480.0,,125.0,,,,petrol,M,1498.0,110.0,,e8 29 37,,1.72,,,F,2023,2023-03-20,5.5,,,,skoda,octavia,15523.0,2.7
132188654,DE,IP-0401414-U5Y-1,KIA,KIA SLOVAKIA,KIA SLOVAKIA SRO,,E4*2007/46*1299*18,CD,F5DA1,D74AZ1,KIA,CEED,M1,M1,1,1482.0,1593.0,,125.0,,,,diesel,H,1598.0,100.0,,,,,,,F,2023,2023-09-28,4.8,,RL-04-U5Y-2018-0004,,kia,ceed,16043.0,2.7
132188655,DE,IP-MQB37WZ_A1_0589-VSS-1,VOLKSWAGEN,SEAT,SEAT SA,,E9*2007/46*3167*25,KL,SFDTTCX0,FD7SFD7GC0024BIVL1BAD16A8T,SEAT,SEAT LEON SP,M1,M1,1,1516.0,1638.0,,124.0,,,,diesel,M,1968.0,110.0,,e9 29 37,,1.7,,,F,2023,2023-08-25,4.7,,RL-DQ381_7F_19_001-WVW-1,,seat,seat leon sp,15541.0,2.6
132188665,DE,IP-2019_2610-WDB-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1885*17,H1GLE,B323T1,CZAAE5BB,MERCEDES-BENZ,GLE 400 D 4MATIC COUPE,M1G,M1G,1,2310.0,2523.0,,217.0,,,,diesel,M,2925.0,243.0,,e1 29,,1.1,,,F,2023,2023-11-13,8.3,EURO 6(AP),,,mercedes benz,gle 400 d 4matic coupe,42946.0,2.5
132188674,DE,IP-0000897-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2017*09,G3K,21FY,IAW500M0,BMW,320I,M1,M1,1,1660.0,1832.0,,161.0,,,,petrol,M,1998.0,135.0,,e24 29 37,,1.95,,,F,2023,2023-04-25,7.1,,RL-0100732-WBA-1,,bmw,320i,17856.0,2.2
132188675,DE,IP-0000667-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2063*05,FML2E,11DJ,0AW40000,MINI,COOPER SE,M1,M1,1,1440.0,1525.0,,0.0,,,,electric,E,,135.0,155.0,,,,,,F,2023,2023-09-22,,,RL-0100492-WBA-1,230.0,mini,cooper se,19494.0,2.5
132188680,DE,IP-MQB37WZ_B2_0575-WAU-1,VOLKSWAGEN,AUDI AG,AUDI AG,,E1*2007/46*2060*26,GY,LDFYAF1,FD7FD7CW002RT021C194BIBEM1MLN1B20,AUDI,A3 LIMOUSINE,M1,M1,1,1395.0,1551.0,,134.0,,,,petrol,H,1498.0,110.0,,,,,,,F,2023,2023-06-19,5.9,,RL-DQ200_7F_20_001-WVW-1,,audi,a3 limousine,16869.0,2.5
132188688,DE,IP-MQB37WZ_A0_0390-TMB-1,VOLKSWAGEN,SKODA,SKODA AUTO AS,,E8*2007/46*0355*12,NX,ACDNPAX0,RFD7FD7GC0034BIML3R1C4A,SKODA,OCTAVIA RS,M1,M1,1,1543.0,1663.0,,160.0,,,,petrol,M,1984.0,180.0,,e8 29 37,,1.72,,,F,2023,2023-03-10,7.1,,,,skoda,octavia rs,15523.0,2.4
132188693,DE,IP-2021_2605-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*2115*09,R2S,I023TB,CZAM157A,MERCEDES-BENZ,S 400 D 4MATIC,M1,M1,1,2060.0,2250.0,,181.0,,,,diesel,M,2925.0,243.0,,e1 29,,1.1,,,F,2023,2023-01-25,6.9,EURO 6(AP),,,mercedes benz,s 400 d 4matic,75089.0,2.6
132188709,DE,IP-0500791-NLH-1,HYUNDAI MOTOR EUROPE,HYUNDAI ASSAN,HYUNDAI ASSAN OTOMOTIV SANAYI VE TICARET AS,,E5*2007/46*0121*03,BC3,B5P91,M68FX3,HYUNDAI,I20 N,M1,M1,1,1265.0,1370.0,,158.0,,,,petrol,M,1598.0,150.0,,e5 37,,0.83,,,F,2023,2023-08-16,7.0,,RL-0500791-NLH-1,,hyundai,i20 n,9756.0,2.7
132188712,DE,IP-FKB1MAPTL4B_000-VF1-0,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2018/858*00001*08,RFK,RKA,MA6A641E1000,RENAULT,KANGOO,M1,M1,1,1550.0,1656.0,,156.0,,,,petrol,M,1332.0,75.0,,e2 29 37,,1.93,,,F,2023,2023-06-06,6.9,6AP,RL-FKBTL4A_260_000-VF1-0,,renault,kangoo,10337.0,3.2
132188721,DE,IP-0000906-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2017*10,G3K,81CY,IAW50000,BMW,330E,M1,M1,1,1900.0,2032.0,,32.0,,,,petrol/electric,P,1998.0,135.0,163.0,,,,,,F,2023,2023-11-14,1.4,,RL-0100710-WBA-1,61.0,bmw,330e,30316.0,2.7
132188722,DE,IP-FKB1MBPDW5B_000-W1V-0,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E2*2018/858*00014*09,MFK,MKA,MBBAF4051000,MERCEDES-BENZ,CITAN TOURER/T-CLASS,M1,M1,1,1607.0,1706.0,,157.0,,,,petrol,M,1332.0,96.0,,e2 29,,1.2,,,F,2023,2023-11-25,6.9,6 AP,,,mercedes benz,citan tourer/t class,10232.0,2.7
132188725,DE,IP-2020_2403-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1818*19,R1ECLS,E314T0,CZAA151A,MERCEDES-BENZ,CLS 220 D,M1,M1,1,1800.0,1975.0,,152.0,,,,diesel,M,1950.0,143.0,,e1 29,,1.0,,,F,2023,2023-03-23,5.8,EURO 6(AP),,,mercedes benz,cls 220 d,30744.0,2.6
132188727,DE,IP-050595-KNA-1,KIA,KIA,KIA CORPORATION,,E5*2007/46*1077*10,YB,B5P51,M6AAZ1,KIA,RIO,M1,M1,1,1175.0,1321.0,,129.0,,,,petrol,M,998.0,74.0,,e5 29,,1.43,,,F,2023,2023-07-10,5.7,,RL-050005-KNA-1,,kia,rio,9621.0,2.0
132188729,DE,IP-2022_8602-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1885*21,H1GLE,B224T1,CZAAA5JB,MERCEDES-BENZ,GLE 450 D 4MATIC,M1G,M1G,1,2405.0,2619.0,,215.0,,,,diesel,H,2989.0,270.0,,,,,,,F,2023,2023-09-28,8.2,EURO 6(AP),,,mercedes benz,gle 450 d 4matic,44180.0,2.6
132188734,DE,IP-0000929-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2018/858*00153*02,U1X,11EG,IAL500L0,BMW,X1 SDRIVE 18D,M1,M1,1,1650.0,1808.0,,136.0,,,,diesel,M,1995.0,110.0,,e24 29 37,,1.88,,,F,2023,2023-05-05,5.2,,RL-0100770-WBA-1,,bmw,x1 sdrive 18d,18271.0,2.6
132188736,DE,IP-MLB49_Z_B0_0665-WAU-1,VOLKSWAGEN,AUDI AG,AUDI AG,,E1*2001/116*0430*91,B8,A2DMKCQ1,QA8QA8D5016RT131E19S54BIBEM1CD2,AUDI,S4 AVANT,M1,M1,1,1910.0,2076.0,,193.0,,,,diesel,H,2967.0,251.0,,e13 37,,0.93,,,F,2023,2023-07-20,7.4,,RL-AL552_8Q_18_029-WAU-1,,audi,s4 avant,48431.0,3.2
132188740,DE,IP-0000794-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1679*13,FMCA,61DL,IAW40000,MINI,JOHN COOPER WORKS,M1,M1,1,1450.0,1549.0,,162.0,,,,petrol,M,1998.0,170.0,,e24 29 37,,2.12,,,F,2023,2023-05-04,7.1,,RL-0100614-WBA-1,,mini,john cooper works,22231.0,2.5
132188742,DE,IP-2021_4021-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1909*21,F2B,OYERZ1,ZZAAA51A,MERCEDES-BENZ,EQB 300 4MATIC,M1,M1,1,2175.0,2292.0,,0.0,,,,electric,E,,168.0,187.0,,,,,,F,2023,2023-08-01,,AX,,410.0,mercedes benz,eqb 300 4matic,14500.0,2.7
132188747,DE,IP-2022_6428-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1909*19,F2B,O04LT1,HZAA154B,MERCEDES-BENZ,B 250 4MATIC,M1,M1,1,1635.0,1795.0,,166.0,,,,petrol,H,1991.0,165.0,,,,,,,F,2023,2023-05-22,7.3,EURO 6(AP),,,mercedes benz,b 250 4matic,15935.0,2.6
132188749,DE,IP-MLB58_Z_B0_0741-WUA-1,VOLKSWAGEN,AUDI SPORT,AUDI SPORT GMBH,,E1*2007/46*1840*13,F2,ADYGBQ2,QA8QA8D6012RS031E22S54BIBEM1H77FSB2,AUDI,RS6 AVANT,M1,M1,1,2175.0,2394.0,,287.0,,,,petrol,H,3996.0,441.0,,,,,,,F,2023,2023-05-02,12.7,,RL-AL952_8Q_19_003-WUA-1,,audi,rs6 avant,76391.0,2.2
132188750,DE,IP-04-KNA-2018-1145,KIA,KIA,KIA CORPORATION,,E4*2007/46*1365*08,SK3,B5E11,E11A11,KIA,SOUL,M1,M1,1,1757.0,1907.0,,0.0,,,,electric,E,,150.0,157.0,,,,,,F,2023,2023-01-02,,,RL-04-KNA-2018-1145,452.0,kia,soul,12890.0,2.9
132188751,DE,IP-0125-JT1-1,SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0001*16,J15TM,GDJ150(MC),GDJ150L-GKTEYW(1S),TOYOTA,TOYOTA LAND CRUISER (150 SERIES),M1G,M1G,1,2215.0,2399.0,,249.0,,,,diesel,M,2755.0,150.0,,,,,,,F,2023,2023-03-24,9.5,,RL-0020-JT1-1,,toyota,toyota land cruiser (150 series),56915.0,2.8
132188753,DE,IP-2020_8422-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2018/858*00017*07,R2CS,H204T1,CZAA050A,MERCEDES-BENZ,C 220 D 4MATIC,M1,M1,1,1855.0,2024.0,,132.0,,,,diesel,H,1993.0,147.0,,,,,,,F,2023,2023-12-11,5.0,EURO 6(AP),,,mercedes benz,c 220 d 4matic,32345.0,2.8
132188761,DE,IP-050691-KNA-1,KIA,KIA,KIA CORPORATION,,E5*2007/46*1077*10,YB,C5P71,D72EZ2,KIA,STONIC,M1,M1,1,1260.0,1436.0,,129.0,,,,petrol,H,998.0,88.0,,e5 37 e5 32,,1.82,,,F,2023,2023-08-11,5.7,,RL-050006-KNA-1,,kia,stonic,16820.0,2.3
132188764,DE,IP-0000964-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2018/858*00122*04,G4C,31AW,0AC50700,BMW,I4 M50,M1,M1,1,2290.0,2403.0,,0.0,,,,electric,E,,400.0,186.0,,,,,,F,2023,2023-04-21,,,RL-0100805-WBA-1,507.0,bmw,i4 m50,47933.0,3.0
132188771,DE,IP-0000028-WBS-1,BMW,BMW GMBH,BMW M GMBH,,E1*2018/858*00003*06,G234M,41AZ,IAW40000,BMW,M4 COMPETITION M XDRIVE,M1,M1,1,1850.0,1921.0,,228.0,,,,petrol,M,2993.0,375.0,,e24 29,,1.37,,,F,2023,2023-06-23,10.0,,RL-0100528-WBS-1,,bmw,m4 competition m xdrive,73372.0,2.2
132188772,DE,IP-V363_2021_00049-WF0-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E5*2007/46*1032*10,FAD,P0FA1EDX,W9WTASABCA4JAB,FORD,TRANSIT,M1,M1,1,2404.0,2626.0,,240.0,,,,diesel,M,1995.0,110.0,,e5 29,,1.1,,,F,2023,2023-09-22,9.1,715/2007*2018/1832AP,RM-V363_2019_00004-WF0-1,,ford,transit,11855.0,2.8
132188774,DE,IP-F16A1RNP6DAY_01-JN1-1,RENAULT-NISSAN-MITSUBISHI,NISSAN AUTOMOTIVE EUROPE,NISSAN AUTOMOTIVE EUROPE SAS,,E9*2007/46*6697*10,F16,A,A18,NISSAN,NISSAN JUKE,M1,M1,1,1262.0,1355.0,,133.0,,,,petrol,M,999.0,84.0,,e2 29 37,,1.58,,,F,2023,2023-03-30,5.8,AP,RL-F16ARNAYA_00001-JN1-1,,nissan,nissan juke,11161.0,3.2
132188780,DE,IP-MQB37WZ_B0_0910-VSS-1,VOLKSWAGEN,SEAT,SEAT SA,,E9*2007/46*4008*18,KM,CXDGEAX0,FD6HFD6DD0014BI1CBA,CUPRA,FORMENTOR VZ E-HYBRID,M1,M1,1,1701.0,1824.0,,33.0,,,,petrol/electric,P,1395.0,110.0,160.0,,,,,,F,2023,2023-12-14,1.5,,RL-DQ400E6F_19_001-WVW-1,54.0,cupra,formentor vz e hybrid,42454.0,2.3
132188789,DE,IP-2022_4014-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2018/858*00187*01,E2EQEX,46EFBB,ZZAB051B,MERCEDES-BENZ,EQE 500 4MATIC,M1,M1,1,2560.0,2824.0,,0.0,,,,electric,E,,300.0,215.0,,,,,,F,2023,2023-11-16,,AX,,489.0,mercedes benz,eqe 500 4matic,25047.0,2.4
